161 226
3 1 32 32 
1 32 

2	1	0	1	65	AND
2	1	0	2	66	AND
2	1	0	3	67	AND
2	1	0	4	68	AND
2	1	0	5	69	AND
2	1	0	6	70	AND
2	1	0	7	71	AND
2	1	0	8	72	AND
2	1	0	9	73	AND
2	1	0	10	74	AND
2	1	0	11	75	AND
2	1	0	12	76	AND
2	1	0	13	77	AND
2	1	0	14	78	AND
2	1	0	15	79	AND
2	1	0	16	80	AND
2	1	0	17	81	AND
2	1	0	18	82	AND
2	1	0	19	83	AND
2	1	0	20	84	AND
2	1	0	21	85	AND
2	1	0	22	86	AND
2	1	0	23	87	AND
2	1	0	24	88	AND
2	1	0	25	89	AND
2	1	0	26	90	AND
2	1	0	27	91	AND
2	1	0	28	92	AND
2	1	0	29	93	AND
2	1	0	30	94	AND
2	1	0	31	95	AND
2	1	0	32	96	AND
1	1	0	97	INV	
2	1	97	33	98	AND
2	1	97	34	99	AND
2	1	97	35	100	AND
2	1	97	36	101	AND
2	1	97	37	102	AND
2	1	97	38	103	AND
2	1	97	39	104	AND
2	1	97	40	105	AND
2	1	97	41	106	AND
2	1	97	42	107	AND
2	1	97	43	108	AND
2	1	97	44	109	AND
2	1	97	45	110	AND
2	1	97	46	111	AND
2	1	97	47	112	AND
2	1	97	48	113	AND
2	1	97	49	114	AND
2	1	97	50	115	AND
2	1	97	51	116	AND
2	1	97	52	117	AND
2	1	97	53	118	AND
2	1	97	54	119	AND
2	1	97	55	120	AND
2	1	97	56	121	AND
2	1	97	57	122	AND
2	1	97	58	123	AND
2	1	97	59	124	AND
2	1	97	60	125	AND
2	1	97	61	126	AND
2	1	97	62	127	AND
2	1	97	63	128	AND
2	1	97	64	129	AND
2	1	65	98	130	AND
2	1	66	99	131	AND
2	1	67	100	132	AND
2	1	68	101	133	AND
2	1	69	102	134	AND
2	1	70	103	135	AND
2	1	71	104	136	AND
2	1	72	105	137	AND
2	1	73	106	138	AND
2	1	74	107	139	AND
2	1	75	108	140	AND
2	1	76	109	141	AND
2	1	77	110	142	AND
2	1	78	111	143	AND
2	1	79	112	144	AND
2	1	80	113	145	AND
2	1	81	114	146	AND
2	1	82	115	147	AND
2	1	83	116	148	AND
2	1	84	117	149	AND
2	1	85	118	150	AND
2	1	86	119	151	AND
2	1	87	120	152	AND
2	1	88	121	153	AND
2	1	89	122	154	AND
2	1	90	123	155	AND
2	1	91	124	156	AND
2	1	92	125	157	AND
2	1	93	126	158	AND
2	1	94	127	159	AND
2	1	95	128	160	AND
2	1	96	129	161	AND
2	1	65	98	162	XOR
2	1	66	99	163	XOR
2	1	67	100	164	XOR
2	1	68	101	165	XOR
2	1	69	102	166	XOR
2	1	70	103	167	XOR
2	1	71	104	168	XOR
2	1	72	105	169	XOR
2	1	73	106	170	XOR
2	1	74	107	171	XOR
2	1	75	108	172	XOR
2	1	76	109	173	XOR
2	1	77	110	174	XOR
2	1	78	111	175	XOR
2	1	79	112	176	XOR
2	1	80	113	177	XOR
2	1	81	114	178	XOR
2	1	82	115	179	XOR
2	1	83	116	180	XOR
2	1	84	117	181	XOR
2	1	85	118	182	XOR
2	1	86	119	183	XOR
2	1	87	120	184	XOR
2	1	88	121	185	XOR
2	1	89	122	186	XOR
2	1	90	123	187	XOR
2	1	91	124	188	XOR
2	1	92	125	189	XOR
2	1	93	126	190	XOR
2	1	94	127	191	XOR
2	1	95	128	192	XOR
2	1	96	129	193	XOR
2	1	130	162	194	XOR
2	1	131	163	195	XOR
2	1	132	164	196	XOR
2	1	133	165	197	XOR
2	1	134	166	198	XOR
2	1	135	167	199	XOR
2	1	136	168	200	XOR
2	1	137	169	201	XOR
2	1	138	170	202	XOR
2	1	139	171	203	XOR
2	1	140	172	204	XOR
2	1	141	173	205	XOR
2	1	142	174	206	XOR
2	1	143	175	207	XOR
2	1	144	176	208	XOR
2	1	145	177	209	XOR
2	1	146	178	210	XOR
2	1	147	179	211	XOR
2	1	148	180	212	XOR
2	1	149	181	213	XOR
2	1	150	182	214	XOR
2	1	151	183	215	XOR
2	1	152	184	216	XOR
2	1	153	185	217	XOR
2	1	154	186	218	XOR
2	1	155	187	219	XOR
2	1	156	188	220	XOR
2	1	157	189	221	XOR
2	1	158	190	222	XOR
2	1	159	191	223	XOR
2	1	160	192	224	XOR
2	1	161	193	225	XOR
